Total Return,Annualized Return,Annualized Volatility,Sharpe Ratio,Maximum Drawdown,Win Rate,Best Month,Worst Month,Positive Months,Total Months
-0.17904571171246841,-0.06514756216298312,0.17497561628878694,-0.6580777630920805,-0.3152135443803022,0.47560975609756095,0.08436621738284322,-0.08070927715672827,15,36
